gyro x,gyro y,gyro z,acc x,acc y,acc z
-1.57,-1.97,-2.2,0.28,-0.47,0.86
0.15,-4.79,-2.33,0.28,-0.48,0.85
-1.51,-3.62,-1.52,0.29,-0.46,0.84
-1.59,-4.84,-0.92,0.28,-0.47,0.83
0.15,-2.14,-0.76,0.29,-0.47,0.82
-1.39,1.14,-0.45,0.29,-0.47,0.84
-0.98,-2.0,-0.11,0.29,-0.47,0.85
0.26,-3.65,0.22,0.29,-0.47,0.84
-0.2,-3.05,1.37,0.28,-0.47,0.82
-0.4,2.12,1.75,0.28,-0.47,0.83
-1.28,2.84,1.9,0.27,-0.49,0.86
-0.95,-3.04,1.81,0.28,-0.48,0.85
-1.07,-1.1,1.23,0.28,-0.49,0.84
-1.24,-1.8,1.53,0.27,-0.5,0.86
-1.34,-3.92,0.05,0.27,-0.5,0.85
-1.42,-4.44,-0.83,0.27,-0.5,0.85
-0.41,-4.43,-1.12,0.27,-0.5,0.84
0.04,-3.75,-1.73,0.28,-0.49,0.85
0.73,-3.36,-1.46,0.28,-0.49,0.85
0.46,-3.8,-2.1,0.27,-0.51,0.87
0.69,-7.26,-1.79,0.28,-0.48,0.84
0.44,-2.06,-0.51,0.28,-0.48,0.84
-0.15,-0.61,0.37,0.27,-0.5,0.86
-0.76,-2.2,0.76,0.27,-0.51,0.85
-2.46,-3.31,-0.13,0.26,-0.51,0.85
-2.03,-3.24,0.31,0.27,-0.51,0.83
-2.57,-0.09,-0.43,0.27,-0.5,0.84
-3.88,-2.29,-0.66,0.26,-0.49,0.85
-4.09,-0.99,-1.32,0.27,-0.49,0.86
-1.89,-6.75,-2.43,0.27,-0.48,0.85
-1.89,-7.95,-2.62,0.27,-0.49,0.82
-2.24,-3.56,-2.27,0.27,-0.47,0.82
-2.29,-1.16,-1.98,0.28,-0.48,0.84
-3.31,-4.66,-1.7,0.27,-0.48,0.84
-2.06,-7.07,-1.05,0.27,-0.47,0.8
0.4,-1.51,-0.22,0.28,-0.47,0.8
1.57,3.13,0.01,0.27,-0.5,0.82
-0.06,4.36,-0.14,0.26,-0.51,0.86
0.32,-0.76,-0.83,0.26,-0.5,0.86
1.74,-5.66,-1.82,0.26,-0.51,0.83
1.55,-2.47,-2.14,0.27,-0.5,0.82
0.85,1.48,-2.02,0.27,-0.5,0.85
1.13,-1.89,-2.43,0.28,-0.49,0.86
0.56,-4.87,-2.02,0.28,-0.5,0.86
1.95,-10.16,-1.44,0.29,-0.48,0.82
3.42,-7.14,-0.43,0.29,-0.48,0.8
2.67,-2.64,0.6,0.29,-0.49,0.83
3.03,-6.79,1.49,0.29,-0.49,0.85
3.02,-10.76,2.97,0.3,-0.49,0.83
2.56,-11.2,3.72,0.31,-0.49,0.83
1.6,-14.68,6.13,0.31,-0.49,0.84
4.13,-17.76,7.97,0.33,-0.49,0.81
4.29,-15.7,10.29,0.34,-0.5,0.81
3.94,-19.35,12.52,0.35,-0.49,0.82
3.78,-24.23,16.72,0.36,-0.49,0.81
5.87,-30.5,19.4,0.35,-0.48,0.78
7.95,-29.89,23.12,0.37,-0.46,0.75
9.75,-27.53,26.68,0.36,-0.46,0.78
11.0,-34.2,29.61,0.35,-0.48,0.79
11.32,-35.04,31.33,0.34,-0.46,0.8
12.43,-45.34,32.75,0.32,-0.44,0.79
18.97,-48.78,34.52,0.31,-0.43,0.75
22.4,-45.24,36.72,0.33,-0.44,0.78
22.52,-57.66,36.95,0.34,-0.44,0.77
25.45,-65.06,36.26,0.34,-0.39,0.71
27.8,-61.57,37.36,0.34,-0.39,0.69
30.23,-56.98,40.5,0.36,-0.37,0.72
34.06,-60.17,42.12,0.35,-0.37,0.72
30.74,-55.6,43.4,0.35,-0.38,0.71
30.36,-58.7,43.66,0.34,-0.37,0.72
36.65,-53.24,44.52,0.36,-0.38,0.73
38.97,-60.04,45.36,0.35,-0.36,0.69
34.1,-45.69,50.39,0.39,-0.31,0.68
29.55,-30.89,59.06,0.38,-0.31,0.82
41.98,-57.89,58.56,0.38,-0.4,0.8
45.9,-49.52,60.92,0.4,-0.32,0.77
44.72,-52.31,68.47,0.38,-0.35,0.82
50.64,-60.64,70.08,0.4,-0.45,0.75
60.58,-66.61,60.66,0.34,-0.56,0.56
57.07,-32.82,50.16,0.3,-0.44,0.51
56.04,-13.37,44.46,0.19,-0.33,0.62
57.39,-12.44,41.73,0.14,-0.28,0.63
62.5,3.0,35.36,0.1,-0.27,0.75
59.66,-18.51,22.8,-0.02,-0.43,0.85
59.6,-31.8,4.78,-0.01,-0.23,0.69
54.53,-16.01,4.11,-0.0,-0.13,0.67
59.9,4.41,15.51,0.07,0.03,0.79
57.59,-27.45,25.64,0.09,-0.13,0.84
52.17,-50.37,27.67,0.13,-0.14,0.73
44.13,-56.15,34.83,0.16,-0.11,0.49
32.48,2.27,44.15,0.22,-0.04,0.61
42.05,12.42,55.15,0.26,-0.2,0.9
24.87,-43.05,42.37,0.11,-0.5,1.01
15.68,-104.8,20.74,0.12,-0.31,0.71
39.73,-70.53,9.06,0.42,-0.05,0.45
27.4,10.83,10.9,0.61,-0.24,0.79
-15.49,17.65,-5.16,0.78,-0.19,1.33
5.89,-20.33,-0.95,0.8,0.26,1.64
71.03,-178.29,5.09,0.67,0.3,1.01
71.17,-130.66,-5.71,0.9,0.03,0.01
-10.26,78.06,-15.33,1.0,0.04,0.31
-18.57,146.99,-2.78,1.09,0.79,1.37
59.9,72.23,36.4,0.95,0.43,1.78
77.77,-117.83,42.09,0.81,0.01,1.33
40.85,-166.41,45.22,0.92,-0.05,0.64
56.2,-131.9,44.55,0.77,0.11,0.11
61.08,32.45,71.31,1.06,-0.05,0.41
16.37,115.69,86.16,0.86,-0.48,1.83
50.51,-110.87,86.2,0.75,-0.34,1.61
86.71,-177.81,98.63,0.72,-0.46,0.61
61.52,18.31,84.1,0.77,-0.56,0.55
31.69,33.67,75.13,0.68,-0.37,1.02
59.14,62.71,90.19,0.9,-0.53,1.39
77.77,23.07,98.15,0.78,-0.82,1.85
91.14,-126.6,73.27,0.97,-1.3,1.15
29.52,-12.5,27.79,1.23,-1.12,0.74
-0.2,96.3,-1.69,0.92,-0.31,1.68
69.82,-85.3,14.31,0.75,0.12,1.31
84.93,-154.62,-5.82,0.46,-0.26,-0.02
-24.02,5.22,-74.71,0.46,-0.18,-0.26
-12.45,79.22,-46.15,0.83,0.72,0.19
73.74,168.39,17.54,1.11,0.52,0.78
37.15,136.44,26.3,0.45,-0.97,1.95
-25.33,-78.75,-52.83,0.5,-0.87,1.52
-31.34,-92.81,-63.77,0.8,0.22,0.6
20.32,45.09,-13.07,0.67,0.54,0.59
-30.02,112.41,9.07,0.45,-0.18,1.8
-41.83,-141.11,-18.41,0.45,0.05,1.49
-30.98,-155.14,-14.73,0.6,0.33,0.94
-15.09,-151.58,7.94,0.38,0.33,0.78
11.81,-208.27,14.72,0.48,0.25,0.38
28.24,-206.94,1.43,1.22,0.23,-0.11
19.39,-48.62,12.98,1.45,0.18,0.06
-3.89,-6.3,36.08,1.07,0.15,0.57
-0.23,-22.75,40.26,0.75,-0.1,0.81
-6.7,-18.62,25.28,0.67,-0.36,0.88
-18.88,-44.66,-3.29,0.53,-0.27,0.78
-32.01,-67.81,-19.42,0.49,-0.24,0.61
-39.83,-42.07,-28.51,0.53,0.02,0.5
-23.94,6.64,-16.99,0.68,-0.34,0.79
-51.26,-49.79,-41.54,0.7,-0.67,0.59
-68.56,-39.75,-75.77,0.72,-0.32,0.33
-20.51,72.1,-87.65,0.34,0.53,-0.01
14.02,31.36,-77.48,0.95,0.32,0.34
-53.29,-57.53,-47.45,0.96,-0.25,0.46
-51.97,-6.36,-70.17,0.96,0.04,0.22
-53.83,6.48,-64.02,1.21,0.26,0.32
-31.51,24.41,-39.13,1.25,0.12,0.43
-26.52,21.19,-27.84,1.09,-0.12,0.45
-43.4,48.6,-34.75,1.0,-0.12,0.66
-38.01,7.81,-38.52,0.91,0.1,0.69
-13.14,-29.34,-22.39,0.92,0.08,0.36
-14.3,25.82,-23.75,0.92,-0.13,0.36
-37.39,67.52,-42.61,0.91,-0.32,0.78
-56.98,42.02,-56.6,0.92,-0.16,0.93
-64.71,-55.6,-49.54,0.92,0.07,0.64
-62.44,-51.96,-41.56,1.07,0.02,0.23
-74.45,51.59,-41.91,1.03,-0.02,0.41
-62.23,48.63,-42.4,0.87,0.05,0.72
-47.03,-14.16,-30.72,0.93,0.09,0.51
-52.77,34.74,-24.6,0.89,-0.01,0.66
-49.21,12.63,-26.6,0.82,-0.09,0.76
-43.05,-29.95,-28.42,0.89,-0.02,0.55
-47.4,16.84,-26.77,0.95,-0.03,0.58
-47.7,17.94,-22.71,0.93,-0.02,0.75
-40.97,-28.46,-16.4,0.89,-0.01,0.68
-32.4,-45.49,-12.12,0.95,-0.06,0.45
-23.06,-15.5,-14.79,0.95,-0.1,0.43
-26.03,-4.12,-14.03,0.92,-0.03,0.55
-16.3,-23.29,-6.89,0.91,0.09,0.54
-6.62,-12.76,3.44,0.91,0.01,0.57
-5.66,-21.41,3.38,0.87,-0.05,0.62
-10.97,-18.77,-0.07,0.88,-0.06,0.64
-8.84,-26.69,-0.47,0.89,-0.0,0.62
-8.41,-24.08,3.21,0.92,-0.0,0.57
-6.36,-16.08,5.12,0.91,-0.01,0.6
-7.77,-21.33,6.48,0.88,-0.06,0.61
-7.08,-29.65,5.21,0.89,-0.06,0.56
-6.43,-25.53,4.34,0.9,-0.07,0.5
-8.04,-16.44,4.01,0.91,-0.09,0.49
-9.11,-8.76,1.27,0.9,-0.1,0.51
-9.74,-2.93,-1.0,0.89,-0.07,0.58
-7.05,-19.73,-0.16,0.89,-0.07,0.57
-5.19,-14.97,0.8,0.91,-0.09,0.52
-9.1,-8.53,-0.18,0.9,-0.11,0.57
-12.9,-19.67,-2.53,0.9,-0.11,0.58
-13.63,-30.34,-2.33,0.93,-0.08,0.48
-12.24,-21.59,-1.38,0.94,-0.09,0.42
-12.21,-9.28,-2.31,0.94,-0.13,0.48
-12.56,-23.71,-2.91,0.93,-0.09,0.45
-9.71,-16.8,-0.37,0.96,-0.08,0.43
-2.05,-17.79,0.92,0.95,-0.06,0.42
-1.53,-12.1,0.92,0.97,-0.12,0.4
-1.45,-5.17,-1.72,0.95,-0.12,0.41
-6.29,11.7,-3.47,0.95,-0.1,0.49
-6.79,5.63,-1.9,0.94,-0.06,0.58
-3.45,-13.84,0.63,0.94,-0.07,0.53
-3.57,-10.36,0.18,0.94,-0.1,0.46
-5.19,0.85,-2.16,0.93,-0.1,0.49
-6.7,-1.24,-2.65,0.96,-0.11,0.53
-5.37,-8.76,-1.4,0.97,-0.09,0.52
-2.06,-18.74,0.54,0.96,-0.1,0.44
-2.96,-10.35,1.24,0.96,-0.11,0.42
-3.02,-8.52,0.88,0.94,-0.12,0.43
-2.18,-7.86,0.04,0.94,-0.13,0.4
-2.84,-0.05,-1.32,0.96,-0.15,0.41
-3.54,4.21,-3.24,0.96,-0.13,0.47
-1.24,-6.58,-2.08,0.97,-0.09,0.45
0.5,-0.23,-0.39,0.96,-0.1,0.44
-0.72,0.18,0.54,0.96,-0.1,0.44
-0.22,6.21,0.07,0.96,-0.12,0.48
-0.67,0.09,-0.74,0.96,-0.11,0.49
-0.75,-4.37,-0.48,0.96,-0.09,0.45
-1.71,2.68,0.71,0.96,-0.1,0.46
-1.71,4.99,0.72,0.95,-0.11,0.5
-2.75,-2.21,2.16,0.94,-0.12,0.49
-0.81,-1.18,2.39,0.94,-0.11,0.46
0.96,-1.12,3.2,0.94,-0.1,0.45
1.6,2.26,3.09,0.94,-0.13,0.46
-1.36,2.38,1.69,0.93,-0.13,0.47
-0.84,4.41,0.51,0.94,-0.13,0.49
-0.57,1.2,1.09,0.94,-0.12,0.51
-1.71,-0.86,0.54,0.94,-0.13,0.52
-2.99,-2.26,-0.36,0.93,-0.1,0.54
-1.83,-8.45,-0.68,0.93,-0.1,0.56
-3.13,-15.52,-0.68,0.95,-0.12,0.53
-4.03,-12.68,-2.37,0.94,-0.12,0.55
-4.7,-20.26,-3.96,0.94,-0.14,0.58
-7.65,-33.19,-5.67,0.93,-0.17,0.54
-7.3,-42.33,-9.41,0.93,-0.15,0.45
-7.92,-31.88,-15.95,0.93,-0.2,0.43
-8.49,-29.28,-28.14,0.91,-0.26,0.5
-12.07,-38.16,-41.36,0.91,-0.25,0.53
-14.18,-54.89,-55.17,0.89,-0.2,0.54
-15.46,-74.77,-58.69,0.92,-0.12,0.48
-26.48,-82.46,-53.47,0.95,-0.07,0.37
-37.39,-69.32,-56.3,0.94,-0.12,0.42
-42.27,-77.87,-67.41,0.94,-0.1,0.43
-45.34,-88.79,-75.84,0.95,-0.03,0.4
-47.27,-98.89,-79.23,0.97,0.05,0.32
-52.72,-95.99,-82.39,0.99,0.03,0.29
-53.85,-100.8,-87.2,0.96,0.13,0.26
-42.53,-131.55,-83.46,0.97,0.3,0.05
-36.39,-113.71,-70.23,1.07,0.3,-0.08
-33.91,-74.48,-59.68,1.04,0.29,-0.08
-35.81,-73.61,-51.23,1.03,0.32,-0.09
-21.59,-72.92,-46.55,1.09,0.3,-0.14
-21.47,-42.56,-39.71,1.08,0.32,-0.17
-34.59,-18.57,-32.72,1.07,0.3,-0.01
-32.08,-39.23,-30.88,1.05,0.24,0.03
-28.46,-53.1,-28.54,1.05,0.31,-0.06
-37.36,-39.16,-23.08,1.05,0.31,-0.07
-36.0,-43.09,-20.52,1.02,0.31,-0.07
-30.96,-43.84,-19.71,1.03,0.3,-0.14
-29.22,-33.6,-15.91,1.03,0.35,-0.19
-25.51,-20.66,-10.03,1.04,0.32,-0.2
-19.3,-7.86,-7.16,1.04,0.3,-0.22
-21.79,0.58,-6.46,1.05,0.3,-0.2
-31.45,15.91,-1.44,1.04,0.33,-0.1
-30.82,4.19,-1.01,1.02,0.29,-0.01
-21.94,-17.17,-5.67,1.01,0.24,-0.01
-15.67,-32.29,-11.16,1.02,0.27,-0.11
-13.05,-22.34,-10.76,1.03,0.34,-0.16
-18.19,-4.03,-6.2,1.04,0.33,-0.09
-15.11,-12.8,-4.95,1.01,0.31,-0.05
-8.68,-23.27,-2.27,1.02,0.31,-0.1
-4.49,-15.84,-4.98,1.01,0.26,-0.11
-7.25,-14.63,-9.82,1.0,0.26,-0.1
-12.44,-20.08,-12.43,1.01,0.3,-0.11
-12.67,-18.01,-11.85,1.03,0.33,-0.12
-9.65,-19.62,-10.95,1.02,0.33,-0.15
-8.94,-23.62,-10.52,1.02,0.34,-0.2
-6.72,-17.12,-10.19,1.01,0.35,-0.2
-8.39,-11.46,-7.0,1.01,0.39,-0.2
-10.64,-6.2,-2.16,1.03,0.39,-0.19
-9.16,-11.32,1.3,1.04,0.38,-0.18
-2.6,-20.04,2.62,1.03,0.35,-0.22
3.02,-21.17,3.17,1.01,0.35,-0.26
3.49,-11.64,7.24,1.01,0.33,-0.28
4.07,6.13,7.06,1.0,0.32,-0.25
-0.02,13.61,7.03,0.98,0.28,-0.15
0.17,0.17,3.46,0.98,0.26,-0.13
3.07,-2.43,0.27,0.99,0.28,-0.15
2.26,0.23,-2.59,0.99,0.28,-0.17
-2.89,8.53,-4.31,1.01,0.31,-0.14
-4.53,6.82,-4.1,1.01,0.34,-0.1
-0.22,-3.94,-2.51,1.02,0.34,-0.11
3.05,-6.39,-2.33,1.01,0.33,-0.14
0.36,-4.96,-2.53,1.02,0.33,-0.17
-1.57,-1.48,-2.48,1.02,0.35,-0.18
-2.46,1.39,-0.19,1.02,0.35,-0.17
0.21,0.56,0.92,1.01,0.33,-0.18
1.71,-2.7,0.95,1.02,0.33,-0.21
2.33,6.21,1.21,1.02,0.33,-0.2
2.03,8.94,3.24,1.02,0.34,-0.17
3.19,6.01,5.01,1.01,0.33,-0.14
5.22,3.97,6.13,1.02,0.33,-0.16
5.57,9.73,5.3,1.02,0.31,-0.15
2.32,12.65,2.91,1.03,0.31,-0.1
1.34,9.15,1.92,1.02,0.31,-0.07
2.71,1.05,0.74,1.02,0.32,-0.09
2.96,-0.28,1.15,1.02,0.35,-0.12
1.36,1.1,3.29,1.03,0.34,-0.13
1.34,9.05,3.62,1.03,0.32,-0.12
1.86,5.67,3.69,1.02,0.31,-0.07
5.43,-5.39,2.92,1.01,0.3,-0.1
5.22,-3.4,1.95,1.02,0.29,-0.13
4.27,1.94,0.77,1.01,0.31,-0.15
2.3,8.68,2.21,1.05,0.33,-0.13
0.72,10.54,4.57,1.04,0.32,-0.08
3.2,-2.84,6.25,1.03,0.33,-0.11
5.81,-1.08,8.37,1.05,0.32,-0.15
7.25,12.43,9.01,1.04,0.3,-0.14
6.73,10.45,9.15,1.02,0.27,-0.12
6.3,13.76,7.76,1.03,0.28,-0.12
5.35,18.13,7.77,1.03,0.27,-0.08
8.62,12.92,6.89,1.03,0.26,-0.05
8.44,8.02,5.78,1.02,0.25,-0.05
7.81,2.75,4.81,1.03,0.25,-0.07
5.48,8.19,3.75,1.04,0.25,-0.07
1.3,9.05,2.39,1.04,0.25,-0.05
1.31,8.06,0.22,1.04,0.27,-0.02
1.81,1.01,1.17,1.04,0.3,-0.04
3.45,-4.18,3.55,1.04,0.3,-0.08
5.2,2.96,4.08,1.05,0.28,-0.1
2.87,9.99,4.19,1.05,0.25,-0.07
2.53,7.63,3.2,1.05,0.25,-0.04
4.16,3.8,2.43,1.05,0.26,-0.04
4.15,1.88,2.69,1.04,0.26,-0.04
4.96,1.71,1.18,1.04,0.24,-0.04
2.62,3.95,-0.37,1.03,0.25,-0.04
0.79,0.17,-0.48,1.03,0.25,-0.04
2.13,0.33,-0.51,1.04,0.25,-0.04
2.79,1.97,-1.18,1.04,0.25,-0.03
0.72,-0.06,-1.59,1.03,0.25,-0.03
-0.58,-0.96,-2.11,1.04,0.26,-0.04
0.61,2.21,-2.25,1.04,0.27,-0.04
0.32,1.81,-2.2,1.05,0.27,-0.03
-1.42,3.69,-1.78,1.05,0.28,-0.02
-0.7,0.96,-0.77,1.05,0.28,-0.0
-0.14,-2.66,0.28,1.05,0.28,-0.0
-0.17,-6.61,0.65,1.04,0.26,-0.02
-0.98,-8.81,-0.04,1.04,0.25,-0.04
-1.65,-6.84,-0.5,1.04,0.26,-0.06
-2.64,-0.73,-0.28,1.04,0.26,-0.05
-3.02,-0.28,0.1,1.04,0.26,-0.03
-1.79,-6.58,0.25,1.04,0.27,-0.03
-0.11,-7.84,-0.22,1.05,0.26,-0.05
-1.44,-6.81,-0.01,1.04,0.27,-0.08
-0.52,-0.05,0.27,1.05,0.27,-0.06
0.3,0.59,0.33,1.04,0.26,-0.04
-0.31,-3.71,0.51,1.04,0.26,-0.05
-0.0,-3.68,0.76,1.05,0.27,-0.07
0.33,-0.23,1.52,1.05,0.26,-0.07
-0.06,0.79,1.82,1.04,0.26,-0.06
0.91,-1.04,1.49,1.05,0.25,-0.06
2.09,2.91,1.27,1.05,0.26,-0.06
2.35,5.13,1.76,1.05,0.27,-0.05
1.33,3.37,3.07,1.05,0.26,-0.04
2.06,1.91,3.72,1.04,0.26,-0.03
2.58,1.51,4.13,1.05,0.25,-0.04
2.97,2.68,3.85,1.04,0.24,-0.03
3.29,1.52,2.71,1.05,0.24,-0.04
3.34,3.05,2.53,1.06,0.26,-0.04
4.12,5.05,3.3,1.06,0.25,-0.02
6.38,-0.26,4.84,1.04,0.25,-0.02
8.13,-3.02,5.32,1.03,0.23,-0.05
7.4,2.21,4.88,1.03,0.21,-0.06
6.35,8.28,3.59,1.03,0.2,-0.03
5.87,7.37,2.02,1.03,0.21,-0.01
4.84,6.62,-0.11,1.05,0.23,-0.01
3.16,8.16,-0.37,1.06,0.25,0.01
3.86,4.45,0.1,1.06,0.26,0.01
3.94,2.07,0.77,1.07,0.26,0.01
3.92,3.23,1.7,1.08,0.27,0.0
3.49,0.85,3.62,1.07,0.27,-0.01
2.87,2.75,5.38,1.07,0.26,-0.01
3.98,4.68,6.72,1.07,0.25,-0.01
5.05,1.97,7.79,1.06,0.24,-0.01
5.98,1.16,7.96,1.07,0.23,-0.03
6.16,4.33,8.25,1.07,0.23,-0.04
6.91,5.0,9.03,1.07,0.23,-0.03
7.35,5.96,9.9,1.07,0.23,-0.03
9.2,8.1,10.78,1.08,0.22,-0.02
9.49,8.82,11.16,1.08,0.21,-0.01
9.03,7.52,11.24,1.09,0.22,-0.01
10.76,8.36,12.81,1.09,0.23,0.0
12.42,4.85,14.43,1.08,0.23,-0.0
13.43,6.04,15.54,1.11,0.21,-0.01
13.49,8.8,16.84,1.09,0.21,-0.0
12.69,7.55,17.94,1.08,0.2,-0.01
13.41,8.68,18.76,1.09,0.19,-0.0
12.6,11.92,19.68,1.11,0.19,0.01
8.85,15.78,22.93,1.08,0.18,0.06
11.32,6.91,22.55,1.05,0.11,0.08
12.74,-0.47,19.89,1.05,0.09,0.09
11.06,-7.25,16.52,1.03,0.05,0.09
12.89,-17.03,11.76,1.04,0.06,0.04
14.04,-12.16,9.01,1.06,0.08,-0.0
17.01,-6.53,8.57,1.07,0.13,-0.0
19.07,-5.88,9.88,1.08,0.16,-0.02
19.19,-4.23,14.14,1.06,0.14,-0.04
20.35,2.75,16.67,1.06,0.12,-0.04
19.91,15.7,16.38,1.07,0.09,0.02
20.69,7.43,15.31,1.05,0.08,0.05
22.09,1.74,15.11,1.05,0.09,0.03
23.12,9.06,16.08,1.05,0.09,0.04
25.34,13.32,16.23,1.05,0.07,0.1
