gyro x,gyro y,gyro z,acc x,acc y,acc z
-50.71,-63.47,-83.4,0.84,0.12,0.29
-49.58,-112.86,-90.93,0.67,0.57,0.07
-29.57,-113.23,-65.86,0.93,0.73,-0.12
0.16,-90.9,-59.31,1.0,0.49,-0.19
-8.78,-78.41,-72.98,0.96,0.24,-0.22
-20.55,-71.75,-89.95,0.68,0.56,-0.19
-25.38,-72.69,-57.62,0.79,0.75,-0.16
26.63,-97.28,-54.3,0.84,0.65,-0.27
39.3,-112.24,-45.33,0.86,0.67,-0.62
12.98,-91.03,-38.68,0.78,0.64,-0.77
-10.23,-20.32,-21.3,0.86,0.77,-0.66
-1.05,36.4,-7.93,0.8,0.72,-0.33
-4.1,2.59,2.29,0.78,0.69,-0.26
-4.42,0.17,6.82,0.8,0.63,-0.23
-2.07,-6.6,6.62,0.79,0.58,-0.21
-3.76,-18.53,8.2,0.79,0.59,-0.28
-4.08,-17.19,9.42,0.78,0.56,-0.32
-0.54,-12.4,6.79,0.75,0.57,-0.31
-1.55,-16.7,8.81,0.75,0.59,-0.33
-0.09,-13.01,6.76,0.79,0.56,-0.37
-1.14,-5.26,6.79,0.81,0.61,-0.37
0.23,-3.75,10.35,0.8,0.6,-0.34
7.36,-0.21,9.69,0.77,0.54,-0.3
3.82,-6.86,8.62,0.77,0.53,-0.31
1.53,-6.71,10.13,0.79,0.54,-0.33
6.05,0.33,9.8,0.79,0.52,-0.3
6.72,-5.18,8.41,0.8,0.49,-0.29
1.84,-9.24,6.56,0.79,0.55,-0.32
0.62,-4.56,6.68,0.79,0.55,-0.33
3.99,-1.6,5.94,0.8,0.53,-0.28
4.77,-14.43,6.23,0.79,0.49,-0.3
6.45,-17.37,3.43,0.78,0.5,-0.38
3.7,-7.48,2.55,0.78,0.53,-0.39
2.33,-4.69,3.28,0.79,0.54,-0.36
4.71,-4.69,3.8,0.79,0.54,-0.35
4.77,-5.38,3.25,0.78,0.53,-0.34
-0.28,-7.24,2.64,0.77,0.51,-0.35
-0.74,-6.83,-0.64,0.76,0.49,-0.37
5.07,-4.02,-6.21,0.76,0.48,-0.36
6.55,-3.37,-8.7,0.78,0.52,-0.35
0.71,-4.71,-6.1,0.78,0.55,-0.38
-6.08,-3.9,0.06,0.81,0.62,-0.4
0.57,0.4,5.43,0.81,0.57,-0.37
4.54,-3.93,5.54,0.79,0.52,-0.38
0.37,0.94,4.37,0.76,0.51,-0.38
-0.8,4.71,2.98,0.77,0.51,-0.36
-2.45,3.39,2.64,0.78,0.52,-0.33
-3.44,-3.26,1.91,0.79,0.52,-0.35
-2.34,-2.11,1.16,0.78,0.54,-0.37
-0.38,1.9,-0.18,0.77,0.54,-0.35
-0.47,-0.05,-0.5,0.8,0.54,-0.33
1.5,-2.36,0.5,0.81,0.55,-0.32
1.39,-6.55,3.36,0.78,0.53,-0.34
-0.42,-6.8,2.78,0.77,0.51,-0.36
-2.4,-5.1,2.2,0.78,0.53,-0.39
-2.85,-1.81,2.9,0.79,0.54,-0.39
-1.26,0.14,3.1,0.79,0.52,-0.36
-1.02,-4.59,2.35,0.79,0.51,-0.37
-0.8,-2.75,2.72,0.77,0.52,-0.38
-1.73,-1.64,2.55,0.77,0.52,-0.38
-0.38,0.14,0.83,0.77,0.5,-0.35
-0.99,-2.22,-0.49,0.8,0.53,-0.35
-1.64,-1.11,0.12,0.79,0.54,-0.33
-2.37,-5.84,1.51,0.79,0.54,-0.33
-2.95,-9.16,1.42,0.77,0.52,-0.36
-2.11,-6.95,0.17,0.77,0.52,-0.39
-3.24,-3.64,-0.17,0.78,0.53,-0.39
-4.11,-1.93,0.95,0.79,0.53,-0.4
-0.91,1.38,1.01,0.79,0.52,-0.39
-1.41,1.66,1.83,0.78,0.53,-0.39
-1.08,5.32,2.12,0.78,0.54,-0.36
1.64,2.85,1.73,0.78,0.53,-0.32
1.73,-4.63,1.92,0.79,0.53,-0.34
-1.72,-3.15,2.23,0.78,0.52,-0.36
-1.64,-1.4,1.65,0.78,0.52,-0.35
-0.27,-4.14,0.99,0.78,0.53,-0.36
1.04,-2.54,0.69,0.8,0.54,-0.37
1.32,-1.44,1.65,0.79,0.53,-0.35
0.95,-4.71,1.77,0.78,0.53,-0.36
-0.8,-4.27,1.86,0.78,0.53,-0.38
-0.85,-2.77,1.69,0.78,0.52,-0.38
-0.59,-0.76,0.96,0.78,0.52,-0.38
-1.81,-0.71,1.15,0.78,0.52,-0.38
-1.15,0.19,1.12,0.78,0.52,-0.38
0.4,1.66,0.79,0.78,0.53,-0.36
-1.08,-0.42,1.88,0.79,0.53,-0.35
-0.63,-1.9,1.5,0.78,0.52,-0.36
-1.26,-2.22,0.81,0.77,0.52,-0.37
-1.61,-1.55,0.95,0.78,0.54,-0.38
-0.48,-0.71,1.56,0.78,0.54,-0.37
0.57,0.66,1.48,0.78,0.51,-0.37
-0.62,0.57,0.81,0.79,0.52,-0.35
-0.3,-0.94,0.75,0.78,0.53,-0.35
-0.42,-2.24,0.89,0.78,0.53,-0.36
1.1,-1.6,0.72,0.79,0.53,-0.36
1.91,-2.74,1.24,0.79,0.53,-0.36
1.84,-2.33,1.76,0.78,0.53,-0.36
0.34,-4.34,1.66,0.77,0.51,-0.37
-1.7,-4.39,0.75,0.78,0.51,-0.4
-1.46,0.05,0.54,0.79,0.53,-0.4
-0.8,2.36,1.13,0.78,0.53,-0.37
-0.74,2.01,1.3,0.79,0.53,-0.35
-0.65,-0.59,1.39,0.78,0.52,-0.35
-1.55,-2.22,1.28,0.78,0.53,-0.35
-1.41,-4.01,1.15,0.78,0.52,-0.37
-1.55,-2.51,0.92,0.79,0.52,-0.38
-1.2,0.62,1.21,0.79,0.54,-0.37
-0.45,0.3,1.82,0.78,0.53,-0.36
-0.39,-2.48,1.65,0.78,0.51,-0.37
-0.09,-0.04,0.75,0.78,0.52,-0.37
-0.33,0.37,1.15,0.78,0.53,-0.35
-0.99,-2.91,0.89,0.78,0.52,-0.36
-0.89,-2.79,1.01,0.79,0.53,-0.37
-0.34,-0.94,1.85,0.79,0.53,-0.37
-0.39,-0.88,1.48,0.79,0.52,-0.35
-2.92,-3.49,2.0,0.78,0.54,-0.38
-2.79,-0.77,1.94,0.78,0.52,-0.38
-2.08,0.5,1.76,0.78,0.53,-0.38
0.65,2.81,0.99,0.79,0.53,-0.37
-0.6,1.73,1.48,0.79,0.52,-0.35
-2.02,-0.59,2.09,0.8,0.52,-0.35
-0.67,-2.02,1.59,0.78,0.51,-0.35
0.45,-4.28,0.75,0.78,0.51,-0.37
1.09,-2.66,0.54,0.78,0.53,-0.38
0.8,-2.37,0.2,0.78,0.52,-0.38
-1.64,-0.66,0.5,0.78,0.52,-0.38
-2.02,1.23,0.63,0.79,0.53,-0.37
-1.57,2.74,1.12,0.79,0.54,-0.36
-1.18,0.66,1.62,0.78,0.53,-0.34
-0.88,-1.61,1.54,0.78,0.51,-0.36
-1.64,-1.14,0.58,0.78,0.52,-0.36
-1.17,-0.13,0.14,0.78,0.54,-0.36
-1.34,-1.31,1.1,0.79,0.55,-0.36
0.3,-1.61,1.51,0.79,0.53,-0.37
-0.53,-1.52,1.73,0.79,0.52,-0.37
-1.78,0.45,1.15,0.78,0.52,-0.37
-1.21,1.21,1.24,0.78,0.52,-0.35
0.13,-0.86,0.69,0.79,0.53,-0.34
-0.12,-3.27,0.79,0.79,0.52,-0.35
-0.92,-3.35,1.5,0.79,0.53,-0.37
-0.27,0.08,1.33,0.78,0.52,-0.36
0.04,-0.57,1.22,0.78,0.52,-0.35
0.49,-2.39,0.34,0.79,0.52,-0.36
-0.05,-2.07,0.43,0.79,0.53,-0.36
-1.76,-2.46,1.31,0.79,0.54,-0.37
-1.41,-0.66,1.73,0.78,0.53,-0.36
-0.79,-1.32,1.07,0.78,0.51,-0.36
-1.28,-2.05,0.84,0.79,0.53,-0.36
-0.73,-1.52,1.1,0.79,0.53,-0.37
-0.15,0.5,1.8,0.78,0.53,-0.35
-0.56,-1.63,1.69,0.78,0.52,-0.35
-2.16,-3.17,2.06,0.79,0.52,-0.36
-2.88,-3.15,2.32,0.79,0.53,-0.38
-2.19,-0.25,2.7,0.78,0.53,-0.37
-1.06,1.09,2.02,0.78,0.52,-0.34
-3.59,-3.93,2.61,0.79,0.53,-0.36
-3.23,-5.09,2.9,0.8,0.53,-0.37
-2.07,-1.44,3.53,0.78,0.52,-0.37
-0.57,-1.32,1.92,0.78,0.52,-0.37
-0.02,-0.95,1.36,0.78,0.53,-0.35
-1.02,-2.08,1.53,0.78,0.51,-0.37
-1.35,-0.1,0.41,0.79,0.52,-0.36
-1.2,-0.4,0.21,0.79,0.53,-0.36
-0.71,-0.48,0.32,0.79,0.53,-0.35
-0.53,-0.79,1.12,0.79,0.53,-0.35
-0.21,-2.62,0.86,0.79,0.52,-0.35
-0.6,-2.27,0.73,0.79,0.52,-0.36
-1.15,-1.15,1.24,0.78,0.54,-0.36
-0.48,-1.4,1.8,0.79,0.53,-0.35
-0.44,-3.65,1.88,0.79,0.51,-0.36
-1.17,-2.07,1.15,0.79,0.51,-0.37
-0.88,0.43,0.69,0.78,0.53,-0.36
-1.2,-1.99,1.16,0.79,0.53,-0.36
-0.86,-2.3,1.74,0.78,0.53,-0.37
0.88,1.41,1.15,0.79,0.52,-0.34
1.29,-0.97,0.83,0.79,0.53,-0.32
-0.02,-6.16,1.8,0.79,0.53,-0.35
0.1,-7.45,1.68,0.78,0.53,-0.39
0.88,-2.05,1.44,0.78,0.52,-0.39
1.38,0.51,0.76,0.79,0.52,-0.36
-0.31,-1.47,1.12,0.79,0.52,-0.35
0.04,-3.24,1.31,0.79,0.53,-0.36
1.3,-2.56,1.53,0.78,0.53,-0.37
0.49,-3.0,1.69,0.78,0.52,-0.37
0.22,-3.38,1.15,0.79,0.52,-0.38
0.1,-2.89,0.83,0.79,0.51,-0.37
0.63,-2.07,0.54,0.78,0.52,-0.37
-0.77,-2.8,0.76,0.78,0.52,-0.37
-0.8,-2.19,0.98,0.79,0.53,-0.38
1.38,-0.28,0.43,0.79,0.52,-0.37
0.07,0.98,1.04,0.79,0.54,-0.36
-0.3,-5.32,1.83,0.78,0.51,-0.38
0.62,-1.69,0.76,0.78,0.51,-0.39
-1.21,1.06,0.76,0.79,0.53,-0.37
-0.01,0.19,1.33,0.79,0.53,-0.35
0.2,-3.33,1.63,0.79,0.52,-0.36
-0.99,-3.49,1.68,0.78,0.53,-0.37
0.43,-2.71,1.59,0.78,0.52,-0.37
0.14,-2.94,0.92,0.78,0.5,-0.38
-1.21,-1.38,0.64,0.79,0.51,-0.38
-1.06,-0.92,0.98,0.79,0.53,-0.37
-0.53,-1.03,1.25,0.78,0.53,-0.37
0.94,-1.08,1.19,0.78,0.52,-0.36
1.46,-2.24,0.95,0.79,0.51,-0.36
0.04,-4.1,0.35,0.79,0.52,-0.37
0.17,-3.69,0.64,0.78,0.52,-0.38
2.07,-1.78,-0.18,0.78,0.52,-0.39
0.59,-2.74,1.34,0.78,0.52,-0.39
0.22,-0.54,1.07,0.78,0.52,-0.39
-1.29,0.13,1.44,0.78,0.52,-0.38
-0.96,-0.04,1.91,0.78,0.52,-0.37
-1.02,-0.51,1.77,0.78,0.51,-0.37
-0.16,-0.82,0.75,0.78,0.52,-0.36
-1.12,-3.53,0.99,0.79,0.53,-0.37
-1.87,-3.72,1.79,0.79,0.53,-0.39
-1.38,-2.04,2.26,0.78,0.53,-0.4
0.34,1.67,2.12,0.78,0.51,-0.38
-2.19,1.7,0.98,0.79,0.5,-0.36
-3.06,-1.43,0.93,0.8,0.52,-0.35
-1.47,-3.2,1.39,0.78,0.52,-0.38
0.11,-2.77,1.4,0.77,0.52,-0.39
0.14,-2.22,1.36,0.78,0.52,-0.39
-1.2,-0.39,1.5,0.78,0.52,-0.39
-1.76,0.4,1.34,0.78,0.51,-0.38
-1.26,0.91,1.22,0.79,0.52,-0.36
0.43,-0.95,1.48,0.78,0.52,-0.36
-1.41,-2.74,1.8,0.78,0.52,-0.37
-0.51,-2.5,1.36,0.78,0.52,-0.39
0.3,-0.37,0.99,0.78,0.51,-0.39
-1.43,0.59,1.08,0.79,0.52,-0.37
-0.96,-0.77,1.47,0.79,0.52,-0.37
-0.73,-0.65,1.31,0.78,0.51,-0.38
-1.38,1.32,0.95,0.78,0.52,-0.37
0.05,0.8,0.55,0.79,0.52,-0.35
-1.17,-1.98,1.13,0.79,0.52,-0.37
-0.91,-1.85,1.4,0.78,0.52,-0.38
-0.04,-0.76,1.07,0.78,0.52,-0.37
-0.09,-0.51,0.83,0.79,0.52,-0.36
-0.02,-2.75,1.16,0.79,0.53,-0.37
0.27,-3.11,1.79,0.78,0.52,-0.37
0.49,-2.79,1.34,0.77,0.52,-0.38
0.07,-2.27,1.04,0.78,0.52,-0.39
-0.65,-0.15,0.86,0.8,0.52,-0.39
-0.57,1.09,0.98,0.79,0.52,-0.38
-0.56,1.75,1.56,0.78,0.52,-0.36
-0.38,-0.47,0.93,0.78,0.51,-0.35
-1.18,-2.16,1.01,0.78,0.52,-0.37
-1.37,-1.99,1.15,0.79,0.52,-0.38
-0.38,-0.39,1.42,0.79,0.52,-0.37
-0.94,-2.56,1.54,0.78,0.52,-0.37
-1.26,-2.71,1.62,0.78,0.52,-0.38
-1.38,-0.97,1.18,0.78,0.52,-0.39
-1.47,1.82,1.57,0.79,0.52,-0.37
-1.09,-0.44,1.25,0.79,0.51,-0.35
-1.14,-2.14,0.95,0.78,0.52,-0.36
-2.86,-2.13,1.48,0.78,0.52,-0.38
0.81,-1.61,0.37,0.78,0.52,-0.37
0.36,-2.98,0.63,0.78,0.52,-0.38
-0.54,1.03,0.96,0.79,0.52,-0.38
-0.36,0.34,1.59,0.79,0.53,-0.36
-0.15,-2.51,1.97,0.78,0.52,-0.36
-0.44,-3.15,1.28,0.77,0.51,-0.38
-0.6,-0.19,0.7,0.78,0.52,-0.37
-0.44,-1.73,0.81,0.8,0.52,-0.37
-0.05,-2.33,1.22,0.79,0.52,-0.38
-0.97,-0.83,1.18,0.78,0.51,-0.37
-1.75,-1.08,1.04,0.78,0.52,-0.37
-0.54,-0.85,0.96,0.79,0.52,-0.37
-0.62,-0.5,0.95,0.79,0.52,-0.37
-1.14,-0.47,0.89,0.79,0.53,-0.37
-0.62,-1.02,1.63,0.78,0.52,-0.36
0.27,-0.69,1.21,0.78,0.51,-0.37
-0.71,-1.92,1.12,0.79,0.52,-0.36
0.08,-2.68,1.18,0.79,0.52,-0.37
-0.53,-1.76,0.86,0.78,0.52,-0.38
-0.68,-1.09,0.76,0.79,0.53,-0.37
0.6,-1.35,1.19,0.79,0.52,-0.37
0.57,-0.5,0.87,0.79,0.51,-0.37
-0.86,-1.12,0.96,0.79,0.52,-0.36
-0.36,-3.09,1.5,0.79,0.52,-0.38
-0.56,-2.27,1.5,0.78,0.51,-0.38
-1.02,-0.36,1.34,0.78,0.51,-0.37
-0.31,-2.24,1.15,0.79,0.51,-0.36
-0.36,-3.87,0.93,0.78,0.51,-0.38
-0.94,-0.15,0.73,0.78,0.52,-0.38
-0.91,0.66,0.93,0.79,0.53,-0.37
-0.8,-1.84,1.57,0.79,0.52,-0.36
-0.01,-2.42,1.37,0.78,0.51,-0.37
