gyro x,gyro y,gyro z,acc x,acc y,acc z
-7.54,-0.26,-65.47,-0.13,0.14,0.95
-6.61,-4.82,-78.64,-0.12,0.15,0.93
3.62,-14.51,-100.51,-0.12,0.15,0.92
1.1,-21.55,-107.1,-0.16,0.12,0.94
-11.61,-17.72,-103.8,-0.02,0.16,0.96
-8.62,-14.21,-123.03,-0.01,0.12,0.91
1.98,-31.74,-134.14,-0.11,0.05,0.91
8.91,-10.59,-109.45,-0.24,-0.01,1.0
-4.24,5.87,-64.35,-0.29,0.03,0.9
-12.25,5.54,-7.93,-0.25,-0.02,0.96
-1.42,20.17,9.54,-0.01,0.04,0.98
8.44,23.27,-18.46,-0.05,0.11,0.95
4.45,25.25,-24.35,-0.17,0.07,0.97
2.46,40.41,-20.29,-0.2,0.06,0.98
8.16,61.28,-17.18,-0.15,0.04,0.97
16.08,61.04,-33.66,-0.11,0.07,0.93
21.53,32.06,-56.53,-0.2,0.05,0.85
22.72,-9.43,-60.26,-0.24,0.04,0.82
23.19,-46.05,-53.99,-0.26,0.01,0.85
19.56,-51.27,-41.03,-0.19,-0.01,0.95
16.42,-18.83,-26.41,-0.25,-0.01,1.03
20.32,32.41,8.07,-0.26,0.01,1.05
11.11,67.75,37.63,-0.2,0.09,0.96
5.93,73.41,40.16,-0.16,0.13,0.96
9.52,78.63,1.11,-0.05,0.18,1.01
21.94,78.66,-59.55,-0.16,0.2,1.0
29.59,84.18,-77.07,-0.25,0.18,1.0
32.35,93.55,-60.27,-0.35,0.17,1.04
23.24,119.28,-25.01,-0.33,0.16,1.02
4.61,156.68,-4.55,-0.27,0.17,0.94
18.42,162.19,-10.3,0.27,-0.72,1.32
95.46,80.19,-103.52,-0.34,-0.11,0.96
94.94,20.16,-62.41,-0.61,0.22,0.76
47.16,21.85,-34.7,-0.27,0.21,0.89
48.64,40.12,-22.4,-0.33,0.03,1.01
32.65,146.5,-83.86,-0.06,0.25,1.18
48.63,107.59,-104.6,-0.48,0.13,0.73
73.3,-37.17,-123.92,-0.2,-0.2,0.86
82.27,-145.45,-129.0,-0.42,-0.05,0.87
65.38,-145.37,-101.53,-0.5,0.17,0.96
24.09,-42.92,-67.21,-0.45,0.1,0.95
-0.96,7.63,-26.23,-0.37,-0.06,0.83
-13.32,-5.43,-6.01,-0.43,-0.03,0.83
9.86,-38.09,13.49,-0.22,0.02,0.92
53.33,-93.83,38.47,-0.41,0.03,0.95
46.54,-77.91,58.81,-0.25,0.18,0.74
5.69,-18.19,58.82,-0.33,0.15,0.88
46.84,-27.18,101.7,-0.57,0.16,1.08
59.28,-22.34,114.14,-0.42,0.25,0.8
51.7,53.06,91.52,-0.27,-0.03,0.75
50.02,12.3,35.81,-0.31,-0.08,1.0
80.44,-9.2,8.62,-0.44,0.4,0.87
99.47,12.68,-28.9,-0.52,0.43,0.96
110.78,51.65,-78.4,-0.04,0.27,0.85
76.05,17.58,36.3,-0.34,0.35,0.79
40.21,12.54,67.81,-0.37,0.38,0.83
52.05,-17.56,34.09,-0.46,0.41,0.94
27.4,-33.14,58.26,-0.45,0.57,0.98
-41.6,-28.82,38.35,-0.16,0.53,0.66
-81.35,-18.25,-35.22,-0.17,0.38,0.8
-33.25,-17.21,-35.75,-0.52,0.43,1.06
-22.23,-48.23,-11.41,-0.47,0.67,1.08
-53.9,-8.61,19.68,-0.49,0.72,1.02
-45.37,-34.9,54.12,-0.31,0.55,0.96
-44.28,-28.29,47.78,-0.21,0.44,0.8
-26.46,-46.37,-1.54,-0.26,0.28,0.89
30.18,-35.17,-42.88,-0.24,0.38,0.83
25.24,-62.04,-40.42,-0.17,0.46,0.8
59.65,-75.79,-121.69,-0.2,0.38,0.81
108.4,-99.38,-240.08,-0.15,0.27,0.79
63.69,-101.07,-291.21,-0.13,0.34,0.84
49.59,-213.2,-261.95,0.12,0.19,0.86
85.49,-191.77,-251.3,-0.22,0.29,0.64
49.85,-170.24,-246.12,-0.2,0.37,0.68
45.84,-139.91,-234.39,-0.19,0.44,0.72
16.3,-97.95,-219.5,-0.26,0.53,0.85
-18.6,-115.88,-185.23,-0.36,0.52,0.99
-22.61,-163.33,-171.28,-0.33,0.52,0.94
4.45,-100.14,-114.27,-0.3,0.29,0.71
1.45,2.87,-32.68,-0.01,0.04,0.46
-72.65,60.91,-44.97,0.15,0.29,0.84
-116.14,-21.96,-114.88,-0.14,0.34,1.04
-108.64,-31.2,-102.11,-0.25,0.26,1.04
-80.11,-16.02,-72.66,-0.22,0.28,1.1
-73.32,-25.68,-62.41,-0.17,0.2,0.95
-88.11,-14.13,-63.78,-0.11,-0.0,0.93
-111.33,-31.66,-80.14,-0.12,0.1,1.19
-106.28,-70.5,-81.56,-0.19,0.15,1.23
-92.61,-62.45,-57.97,-0.09,0.04,1.05
-86.14,-27.88,-57.42,-0.08,0.06,1.13
-87.6,-63.35,-64.62,-0.08,0.07,1.39
-54.96,-134.72,-56.18,0.08,0.07,1.2
-26.83,-115.65,-53.24,0.12,0.05,0.82
-41.84,-76.17,-41.09,0.21,-0.05,0.9
-22.14,-78.4,-36.71,0.26,-0.22,1.03
8.59,-73.85,-48.63,0.37,-0.22,0.88
7.29,-62.19,-47.77,0.36,-0.1,0.92
17.27,-47.81,-49.13,0.38,-0.07,0.98
25.28,-58.18,-48.48,0.47,-0.06,0.95
37.52,-55.47,-43.18,0.48,0.02,0.77
39.98,-24.38,-36.27,0.49,0.03,0.74
39.73,-9.54,-25.04,0.47,0.02,0.81
38.91,-3.78,-21.22,0.45,-0.02,0.87
37.17,-5.6,-25.1,0.45,-0.1,0.87
53.37,1.57,-27.1,0.42,-0.07,0.75
60.88,15.85,-20.63,0.4,0.03,0.73
53.24,24.6,-12.66,0.41,0.03,0.73
52.81,24.75,-25.62,0.45,-0.04,0.74
50.63,31.59,-37.12,0.37,-0.06,0.76
54.66,31.94,-44.42,0.31,0.07,0.79
49.04,25.77,-38.94,0.28,0.24,0.81
29.02,19.12,-22.63,0.3,0.31,0.64
14.24,21.48,-10.3,0.06,0.3,1.0
23.12,5.97,21.33,0.19,0.14,1.1
34.97,8.59,25.54,0.18,0.14,1.01
9.51,6.27,21.01,0.23,0.26,0.97
-15.89,2.43,18.85,0.18,0.29,1.12
-4.24,0.5,20.08,0.02,0.36,1.27
-6.72,7.2,28.29,-0.06,0.36,1.36
-22.07,2.81,22.43,-0.0,0.32,1.34
-19.0,-11.76,15.31,0.04,0.27,1.27
-3.77,1.27,22.95,0.07,0.16,1.22
-7.83,-4.81,-4.73,0.08,0.11,1.23
-31.5,-23.74,-53.94,-0.1,0.23,1.24
-54.03,-33.55,-72.28,-0.13,0.27,1.19
-40.77,-37.72,-74.52,-0.04,0.24,1.09
-36.96,-47.67,-77.9,-0.09,0.26,0.97
-43.32,-46.51,-77.3,-0.04,0.24,0.89
-56.64,-32.01,-81.34,-0.01,0.07,0.77
-61.63,-23.8,-103.03,0.05,0.07,0.82
-70.73,-47.35,-124.13,0.11,0.05,0.9
-73.5,-57.45,-127.12,0.06,0.12,0.81
-64.15,-45.5,-117.37,0.12,0.08,0.87
-77.58,-53.34,-119.09,0.15,0.01,0.88
-69.83,-56.53,-120.07,0.21,-0.01,0.83
-56.96,-44.86,-111.79,0.31,0.02,0.72
-55.74,-26.12,-102.14,0.36,0.02,0.7
-62.12,-6.7,-93.52,0.36,0.03,0.78
-66.56,2.58,-86.91,0.42,-0.03,0.78
-71.66,7.07,-89.8,0.47,-0.07,0.77
-75.72,7.71,-93.05,0.47,-0.02,0.78
-69.18,4.88,-76.19,0.51,0.07,0.83
-44.88,4.01,-57.34,0.52,0.05,0.86
-28.09,-1.21,-41.72,0.58,0.02,0.82
-24.23,-0.64,-36.77,0.58,0.02,0.83
-27.86,-4.7,-28.75,0.55,0.09,0.94
-25.42,-7.4,-13.72,0.58,0.11,0.97
-26.0,6.67,1.31,0.77,-0.04,0.92
-26.19,20.14,-4.13,0.8,-0.16,0.96
-25.53,20.43,-14.14,0.66,-0.11,1.1
-16.54,14.36,-8.13,0.5,0.02,1.21
-3.83,5.25,11.43,0.46,0.03,1.2
6.45,2.55,27.56,0.52,-0.07,1.09
18.78,4.49,31.95,0.56,-0.13,1.0
29.74,2.61,33.4,0.5,-0.05,0.99
35.02,-0.96,43.59,0.43,0.01,0.99
31.58,-6.07,50.6,0.39,0.02,0.96
32.48,-5.08,59.48,0.36,0.04,0.9
37.17,1.28,74.46,0.34,0.06,0.85
43.07,5.58,85.3,0.33,0.03,0.84
42.56,1.47,83.97,0.32,-0.01,0.83
38.77,-5.04,81.3,0.34,-0.05,0.81
38.74,-15.47,72.04,0.34,-0.04,0.73
35.22,-11.17,66.68,0.33,0.01,0.67
35.12,-0.49,66.51,0.23,-0.01,0.8
41.69,6.15,75.67,0.2,-0.0,0.84
47.09,-5.02,76.45,0.24,-0.04,0.86
49.76,-9.23,76.87,0.23,-0.06,0.86
52.75,-13.89,72.53,0.23,-0.07,0.87
45.65,-6.85,65.93,0.23,-0.05,0.88
31.0,-0.73,54.17,0.19,-0.06,0.98
22.67,-11.26,35.28,0.17,-0.08,1.06
17.76,-14.74,18.88,0.17,-0.06,1.1
13.85,-13.38,9.38,0.1,0.05,1.14
10.59,-15.78,8.53,0.02,0.12,1.22
-2.99,-17.99,11.4,-0.0,0.1,1.2
-26.6,0.72,9.03,0.09,-0.11,1.18
-27.65,12.56,-12.74,0.14,-0.18,1.21
-22.29,6.12,-38.83,0.15,-0.16,1.23
-21.96,-0.21,-59.34,0.12,-0.13,1.24
-19.0,-2.55,-73.3,0.07,-0.06,1.18
-10.67,7.81,-76.55,0.02,-0.0,1.17
-17.66,8.65,-75.79,0.15,-0.03,1.14
-29.85,-5.86,-102.14,0.07,0.0,1.01
-46.53,-6.97,-112.2,0.1,0.06,0.84
-48.1,-0.17,-111.95,0.09,0.09,0.9
-54.83,3.37,-108.23,0.04,0.02,0.99
-58.66,6.68,-112.55,0.09,-0.05,0.95
-69.28,1.56,-126.62,0.13,-0.01,0.88
-71.29,14.89,-129.99,0.15,0.01,0.87
-78.84,11.92,-134.37,0.21,-0.08,0.89
-80.37,1.65,-150.63,0.2,-0.01,0.91
-77.21,-11.76,-143.91,0.15,0.07,0.94
-45.05,-7.9,-113.22,0.16,0.02,0.91
-22.32,-3.6,-93.44,0.26,-0.08,0.82
-27.57,-7.87,-104.89,0.35,-0.08,0.77
-43.85,-4.35,-117.93,0.35,-0.06,0.81
-51.71,-4.18,-122.01,0.34,-0.02,0.87
-54.73,-7.54,-121.38,0.39,0.01,0.86
-58.96,-8.24,-117.71,0.45,0.03,0.84
-58.08,-1.91,-105.74,0.49,0.01,0.88
-51.58,-2.29,-94.38,0.56,-0.04,0.87
-37.39,-2.7,-85.54,0.58,-0.02,0.91
-27.13,-9.02,-72.97,0.58,0.01,0.95
-21.09,-6.53,-54.92,0.63,-0.01,0.92
-20.14,8.97,-41.35,0.79,-0.11,0.89
-12.96,17.82,-48.11,0.8,-0.13,0.96
-15.28,2.62,-63.48,0.66,-0.04,1.02
-19.27,3.83,-55.6,0.55,0.05,1.06
-27.13,15.81,-32.88,0.52,0.03,1.08
-22.25,17.07,-18.91,0.62,-0.11,1.06
-9.57,5.95,-20.08,0.67,-0.15,1.01
3.08,-3.19,-19.9,0.65,-0.07,0.95
10.37,-3.16,-11.54,0.63,0.01,0.89
12.57,2.21,5.55,0.57,0.02,0.87
24.5,9.29,22.0,0.53,0.01,0.86
31.07,13.35,35.49,0.49,0.01,0.87
31.1,11.46,40.51,0.47,0.02,0.9
26.75,5.46,40.34,0.4,0.03,0.86
19.07,4.2,44.21,0.39,0.03,0.8
15.56,6.79,48.1,0.37,0.02,0.79
16.81,9.11,54.22,0.35,-0.01,0.8
20.48,4.33,50.39,0.38,-0.04,0.77
25.05,-3.88,48.6,0.32,-0.02,0.78
34.06,-2.29,58.9,0.31,0.0,0.76
30.9,-3.39,63.58,0.31,-0.0,0.78
15.91,-1.3,61.02,0.29,-0.03,0.83
7.4,0.49,58.15,0.31,-0.09,0.86
3.68,0.89,51.67,0.31,-0.12,0.9
4.19,-0.82,46.39,0.27,-0.11,0.95
10.01,1.37,47.67,0.24,-0.15,1.0
7.89,-4.79,42.88,0.26,-0.2,1.01
6.61,-12.18,24.03,0.24,-0.18,1.06
-1.24,-16.65,11.37,0.18,-0.13,1.12
-8.39,-17.33,5.72,0.14,-0.1,1.18
-21.49,-14.25,3.46,0.19,-0.18,1.2
-28.2,-5.84,-6.1,0.27,-0.29,1.17
-32.58,-3.16,-31.23,0.24,-0.28,1.21
-42.19,-14.92,-53.76,0.17,-0.25,1.23
-49.47,-12.48,-62.7,0.17,-0.24,1.14
-44.74,5.45,-63.28,0.19,-0.24,1.12
-41.22,11.54,-66.33,0.22,-0.23,1.08
-38.79,16.4,-72.42,0.19,-0.19,1.06
-40.77,15.78,-79.36,0.14,-0.17,1.01
-43.89,18.34,-83.13,0.11,-0.17,0.97
-42.63,20.68,-87.1,0.14,-0.2,0.94
-38.53,23.82,-92.99,0.16,-0.2,0.88
-43.58,18.37,-104.43,0.19,-0.23,0.85
-43.35,10.48,-120.01,0.17,-0.19,0.83
-41.0,10.13,-121.76,0.17,-0.11,0.85
-30.11,7.42,-113.16,0.2,-0.05,0.86
-22.45,5.46,-100.74,0.27,-0.06,0.77
-23.79,4.9,-99.12,0.32,-0.04,0.73
-34.7,8.47,-100.55,0.35,-0.01,0.73
-39.03,18.54,-89.0,0.38,-0.04,0.77
-34.38,25.24,-76.13,0.42,-0.09,0.83
-30.87,24.54,-73.2,0.42,-0.13,0.86
-31.74,18.92,-74.02,0.42,-0.11,0.87
-28.6,18.17,-69.12,0.41,-0.08,0.87
-27.19,22.84,-56.41,0.44,-0.11,0.89
-29.89,21.41,-53.74,0.46,-0.13,0.92
-29.15,16.91,-55.76,0.51,-0.13,0.96
-27.65,5.3,-55.43,0.58,-0.08,0.97
-28.15,-1.72,-57.59,0.56,-0.05,0.96
-33.13,8.29,-48.02,0.64,-0.11,0.93
-28.64,21.61,-45.15,0.76,-0.21,0.93
-19.06,13.18,-60.07,0.68,-0.08,1.02
-10.42,-0.03,-53.15,0.49,0.06,1.11
-2.98,-0.44,-25.36,0.43,0.13,1.1
-4.4,4.0,-0.32,0.52,0.0,1.02
-8.55,12.36,4.9,0.63,-0.11,0.98
-9.51,6.42,-0.93,0.66,-0.1,1.0
-5.66,-0.12,1.91,0.57,-0.04,1.02
4.76,-5.72,16.59,0.52,-0.04,1.0
17.13,-3.65,31.02,0.51,-0.05,0.92
22.89,1.27,39.93,0.5,-0.04,0.87
27.11,3.17,44.59,0.47,-0.01,0.86
26.52,-2.0,53.16,0.41,0.03,0.85
30.52,-1.71,64.62,0.39,0.02,0.83
32.03,-3.68,71.37,0.4,-0.0,0.78
28.56,-4.52,74.22,0.42,-0.02,0.74
23.13,-6.38,70.74,0.41,-0.06,0.77
24.98,-14.83,65.89,0.38,-0.05,0.8
31.37,-20.49,66.83,0.37,-0.01,0.78
34.42,-19.33,73.03,0.34,0.02,0.78
32.36,-13.66,81.28,0.35,-0.03,0.8
29.56,-15.64,75.76,0.35,-0.05,0.83
25.91,-19.67,68.96,0.32,-0.05,0.82
20.99,-15.44,68.63,0.3,-0.07,0.85
21.25,-11.46,69.69,0.32,-0.14,0.88
22.93,-12.44,61.83,0.31,-0.22,0.93
19.32,-14.72,47.13,0.26,-0.21,0.99
20.93,-13.96,38.42,0.23,-0.19,1.03
22.54,-21.39,33.13,0.17,-0.15,1.1
24.38,-19.62,36.74,0.18,-0.19,1.08
10.83,-11.23,32.61,0.26,-0.29,1.06
-7.25,2.66,13.9,0.29,-0.36,1.08
-9.17,4.61,-7.83,0.22,-0.31,1.23
-9.1,-13.5,-20.57,0.16,-0.21,1.27
-8.24,-20.83,-21.01,0.14,-0.17,1.16
-11.23,-3.05,-17.91,0.19,-0.2,1.07
-22.03,5.92,-28.44,0.22,-0.26,1.08
-27.65,5.63,-47.35,0.19,-0.23,1.07
-27.57,6.85,-55.13,0.17,-0.2,1.04
-26.75,10.68,-57.56,0.11,-0.16,1.04
-26.25,11.43,-59.71,0.14,-0.2,1.02
-21.99,7.17,-70.75,0.2,-0.18,0.95
-25.85,8.0,-78.81,0.2,-0.13,0.9
-32.87,14.01,-80.12,0.23,-0.1,0.88
-38.04,16.37,-78.98,0.28,-0.11,0.86
-39.7,15.58,-78.31,0.3,-0.15,0.82
-39.78,17.38,-78.89,0.31,-0.15,0.79
-35.02,19.18,-74.43,0.32,-0.15,0.83
-25.91,15.15,-69.61,0.36,-0.14,0.82
-19.15,15.34,-65.28,0.38,-0.12,0.76
-22.54,15.92,-64.71,0.4,-0.12,0.77
-27.5,12.74,-65.83,0.39,-0.13,0.81
-26.09,10.59,-62.76,0.39,-0.13,0.84
-20.63,7.74,-56.15,0.44,-0.14,0.83
-21.27,5.95,-53.48,0.44,-0.14,0.84
-24.19,6.12,-51.01,0.43,-0.14,0.87
-25.65,2.72,-47.87,0.45,-0.14,0.92
-22.0,-1.75,-42.19,0.47,-0.11,0.95
-23.33,-4.13,-39.08,0.49,-0.08,0.94
-32.08,-4.88,-36.68,0.5,-0.08,0.98
-35.75,-1.13,-31.48,0.57,-0.15,0.98
-29.5,11.99,-27.16,0.71,-0.25,0.95
-21.9,15.66,-36.33,0.7,-0.17,1.04
-21.99,-1.86,-42.77,0.55,-0.05,1.1
-15.11,-6.65,-27.76,0.46,0.04,1.11
-4.17,2.2,-0.99,0.59,-0.06,1.01
0.94,5.51,-0.44,0.69,-0.08,0.94
-0.12,1.13,-1.04,0.65,-0.03,0.94
3.31,2.95,8.07,0.57,0.0,0.97
9.72,2.59,17.47,0.54,-0.01,0.94
14.05,4.68,29.42,0.55,-0.03,0.87
12.92,4.39,33.59,0.51,-0.01,0.82
12.48,4.58,40.01,0.45,0.01,0.84
18.8,4.2,52.11,0.41,0.01,0.86
25.51,2.7,63.37,0.42,-0.03,0.85
25.08,-1.33,64.45,0.42,-0.02,0.81
17.44,-1.39,63.13,0.37,-0.01,0.79
11.41,-0.72,66.1,0.38,-0.06,0.8
14.11,-2.81,64.35,0.38,-0.1,0.79
18.14,-7.75,61.97,0.35,-0.12,0.8
21.5,-15.2,59.68,0.33,-0.12,0.81
24.58,-15.37,59.46,0.3,-0.12,0.82
23.36,-15.75,58.32,0.31,-0.12,0.86
20.63,-17.3,56.43,0.32,-0.17,0.86
16.95,-14.04,49.88,0.32,-0.17,0.86
10.76,-13.89,42.13,0.33,-0.17,0.9
10.92,-15.7,37.03,0.34,-0.19,0.91
16.66,-10.96,35.66,0.33,-0.16,0.93
16.63,-8.12,33.83,0.31,-0.16,0.98
13.93,-6.97,31.63,0.3,-0.16,1.03
6.3,5.23,30.91,0.39,-0.25,1.0
6.97,16.77,21.62,0.4,-0.33,1.09
10.15,3.13,3.72,0.24,-0.25,1.23
12.43,-10.36,1.83,0.14,-0.18,1.18
6.58,-9.26,8.59,0.19,-0.2,1.07
-0.15,5.98,12.38,0.25,-0.28,1.0
-7.51,18.46,1.37,0.27,-0.32,1.04
-8.71,11.14,-10.86,0.21,-0.29,1.08
-3.34,3.39,-17.61,0.15,-0.21,1.06
-0.25,9.06,-18.16,0.18,-0.18,0.97
-2.98,13.61,-21.53,0.21,-0.17,0.97
-9.71,19.65,-28.29,0.2,-0.15,0.95
-15.72,21.74,-32.16,0.19,-0.15,0.95
-20.1,17.98,-35.49,0.17,-0.17,0.97
-18.66,9.06,-39.31,0.17,-0.18,0.95
-15.15,5.97,-41.3,0.21,-0.18,0.87
-17.26,8.04,-41.03,0.23,-0.18,0.82
-23.45,8.59,-43.24,0.22,-0.19,0.84
-26.34,4.91,-46.1,0.23,-0.23,0.82
-23.68,-1.36,-50.58,0.27,-0.25,0.76
-18.95,0.63,-50.63,0.31,-0.22,0.73
-17.95,6.15,-44.57,0.3,-0.19,0.76
-16.5,11.32,-36.64,0.3,-0.25,0.8
-19.36,10.22,-38.92,0.32,-0.3,0.83
-20.65,2.56,-45.42,0.35,-0.28,0.83
-19.24,0.98,-43.73,0.39,-0.26,0.82
-16.3,0.4,-40.74,0.42,-0.26,0.84
-5.74,-3.01,-34.96,0.41,-0.21,0.92
0.87,-8.04,-27.11,0.4,-0.14,0.95
-1.42,-10.71,-19.96,0.39,-0.1,0.98
-12.32,-11.08,-13.88,0.48,-0.15,0.96
-18.45,4.88,-13.85,0.64,-0.28,0.93
-20.91,17.93,-26.98,0.67,-0.22,1.07
-21.53,5.36,-40.07,0.47,-0.09,1.17
-13.58,-5.54,-27.88,0.35,0.0,1.23
-1.42,-7.08,-7.0,0.46,-0.07,1.09
7.06,-0.18,-3.68,0.63,-0.11,0.98
7.08,-4.78,-7.63,0.59,-0.05,0.99
9.0,-3.86,1.77,0.51,-0.04,1.02
15.33,-5.0,10.06,0.51,-0.08,1.01
20.96,-6.76,18.54,0.53,-0.09,0.92
25.1,-2.09,25.79,0.52,-0.07,0.85
21.94,-1.17,28.67,0.44,-0.04,0.87
17.53,0.24,36.53,0.39,-0.06,0.9
19.26,-1.51,43.96,0.4,-0.08,0.9
23.91,-6.7,47.58,0.41,-0.04,0.85
21.65,-7.93,53.82,0.4,-0.06,0.8
21.56,-6.82,54.75,0.38,-0.07,0.79
19.33,-9.23,55.65,0.34,-0.08,0.81
14.89,-10.91,52.2,0.33,-0.12,0.8
9.41,-16.28,43.93,0.32,-0.1,0.8
6.59,-16.66,44.16,0.3,-0.09,0.81
11.35,-16.07,49.97,0.28,-0.13,0.82
15.65,-16.27,52.31,0.29,-0.19,0.85
14.43,-22.17,42.3,0.28,-0.2,0.85
10.28,-19.16,39.22,0.29,-0.21,0.85
8.31,-14.98,34.93,0.33,-0.25,0.86
